792
9000
0 43.6528 -79.3773
7285 36 43.6629 -79.4018
7286 18 43.6657 -79.3521
7287 15 43.6617 -79.3378
7288 31 43.6224 -79.4803
7289 23 43.6309 -79.4723
7291 15 43.6451 -79.3654
7292 24 43.6615 -79.3789
7296 19 43.6653 -79.4323
7297 19 43.6573 -79.4311
7298 25 43.6453 -79.4035
7299 15 43.6503 -79.3616
7301 15 43.6714 -79.4459
7302 11 43.6749 -79.4305
7303 19 43.6653 -79.3198
7309 23 43.6662 -79.3177
7311 19 43.6696 -79.3760
7312 11 43.6685 -79.3635
7313 15 43.6628 -79.3152
7314 15 43.6672 -79.3123
7315 11 43.6713 -79.2945
7316 15 43.6726 -79.2890
7317 19 43.6693 -79.2889
7318 15 43.6686 -79.2912
7319 11 43.6602 -79.3244
7320 19 43.6452 -79.3832
7321 18 43.6453 -79.3828
7322 18 43.6393 -79.4116
7323 19 43.6452 -79.3961
7324 23 43.6456 -79.3940
7326 19 43.6715 -79.4487
7327 16 43.6741 -79.4352
7328 17 43.6781 -79.3903
7329 19 43.6457 -79.4153
7331 18 43.6960 -79.3285
7332 23 43.6716 -79.3812
7333 19 43.6496 -79.3762
7334 15 43.6462 -79.3855
7335 19 43.6692 -79.3894
7336 19 43.6639 -79.3280
7337 23 43.6686 -79.3387
7338 19 43.6720 -79.3471
7339 15 43.6753 -79.3463
7340 15 43.6725 -79.3383
7341 15 43.6592 -79.3348
7342 11 43.6580 -79.3401
7343 22 43.6675 -79.3294
7344 49 43.6378 -79.3454
7345 13 43.6408 -79.3429
7346 23 43.6672 -79.3453
7347 15 43.6739 -79.4412
7348 19 43.6902 -79.3501
7349 23 43.6892 -79.3544
7350 23 43.6849 -79.3566
7351 19 43.6783 -79.3582
7352 19 43.6905 -79.3413
7353 19 43.6840 -79.3470
7354 31 43.6522 -79.3230
7355 15 43.7045 -79.4231
7356 31 43.6519 -79.3649
7357 19 43.6592 -79.3292
7358 17 43.6604 -79.3954
7359 23 43.6826 -79.3776
7360 17 43.6569 -79.4249
7361 19 43.6817 -79.4185
7362 19 43.6833 -79.4187
7363 15 43.6834 -79.4156
7364 18 43.6738 -79.2815
7365 23 43.6663 -79.3014
7366 20 43.6391 -79.3998
7367 15 43.6449 -79.4282
7368 8 43.6493 -79.4267
7371 20 43.7063 -79.4016
7373 15 43.6510 -79.3707
7374 19 43.6487 -79.3684
7375 11 43.6477 -79.3755
7376 19 43.6967 -79.4005
7377 36 43.6979 -79.3942
7378 15 43.6976 -79.3965
7379 15 43.6911 -79.3953
7380 16 43.7112 -79.3989
7381 35 43.7084 -79.3989
7383 15 43.6426 -79.3762
7384 9 43.6705 -79.3901
7385 32 43.6691 -79.3855
7386 15 43.6552 -79.3920
7387 12 43.6852 -79.3496
7388 15 43.6772 -79.3586
7389 25 43.6589 -79.3835
7391 31 43.6558 -79.3802
7395 23 43.6943 -79.2914
7398 19 43.6420 -79.3807
7399 18 43.6442 -79.3693
7400 23 43.6417 -79.3540
7403 19 43.7055 -79.4035
7404 19 43.7094 -79.3914
7407 19 43.6505 -79.3867
7409 19 43.6683 -79.3824
7410 19 43.6713 -79.3721
7411 22 43.6350 -79.3995
7412 23 43.6418 -79.4131
7414 15 43.6640 -79.4642
7415 23 43.6669 -79.4653
7416 30 43.6417 -79.3933
7417 11 43.6489 -79.3786
7418 24 43.6599 -79.3828
7420 19 43.6684 -79.4106
7422 16 43.6384 -79.4291
7424 23 43.6978 -79.3879
7425 23 43.6363 -79.4731
7427 26 43.6632 -79.3098
7428 27 43.6656 -79.3047
7429 15 43.6864 -79.3134
7430 27 43.6335 -79.4375
7431 23 43.6698 -79.3335
7432 23 43.6511 -79.3694
7433 15 43.6631 -79.3479
7434 39 43.6767 -79.4450
7435 10 43.6811 -79.4277
7437 15 43.6619 -79.4268
7438 19 43.6539 -79.4675
7441 23 43.6572 -79.4648
7442 15 43.6885 -79.4129
7443 25 43.6575 -79.3734
7444 20 43.6607 -79.4715
7445 19 43.6731 -79.3187
7446 19 43.6691 -79.3149
7447 23 43.6893 -79.2959
7448 19 43.6948 -79.2952
7449 15 43.6971 -79.3147
7450 15 43.6783 -79.3473
7451 31 43.6401 -79.4142
7452 23 43.6692 -79.3745
7453 17 43.6648 -79.3773
7454 15 43.6881 -79.3621
7455 27 43.7160 -79.3512
7457 23 43.6652 -79.3940
7458 17 43.6517 -79.3752
7459 11 43.6805 -79.4325
7460 26 43.6502 -79.4649
7461 23 43.6463 -79.4647
7462 17 43.6518 -79.3787
7465 19 43.6856 -79.4080
7466 19 43.6518 -79.4742
7467 14 43.6428 -79.3841
7468 19 43.6442 -79.3870
7469 23 43.6467 -79.3830
7473 11 43.6433 -79.4123
7474 23 43.6441 -79.3929
7475 19 43.6528 -79.3726
7476 15 43.6655 -79.4513
7477 20 43.6642 -79.4491
7478 19 43.6386 -79.4669
7479 15 43.6498 -79.4848
7480 14 43.6514 -79.4778
7483 12 43.6787 -79.2980
7484 16 43.7135 -79.4002
7485 15 43.7167 -79.4000
7486 21 43.6843 -79.2993
7487 15 43.6762 -79.3094
7488 11 43.6859 -79.3763
7489 19 43.6566 -79.3587
7493 12 43.6538 -79.3595
7494 12 43.6738 -79.3913
7496 19 43.6397 -79.4487
7497 20 43.6540 -79.4448
7501 20 43.6592 -79.4700
7502 14 43.6600 -79.3896
7503 19 43.6852 -79.2948
7504 16 43.6870 -79.2869
7505 19 43.6535 -79.3668
7506 11 43.6534 -79.3650
7508 19 43.6588 -79.3673
7514 63 43.6263 -79.4767
7515 27 43.6136 -79.4884
7516 17 43.6147 -79.4873
7517 23 43.6390 -79.4760
7518 27 43.6377 -79.4582
7519 19 43.6883 -79.4394
7520 15 43.6487 -79.4376
7521 23 43.6591 -79.4408
7522 17 43.6632 -79.4397
7523 15 43.6389 -79.4169
7524 23 43.6424 -79.4240
7526 23 43.6702 -79.4360
7527 19 43.6756 -79.4528
7528 17 43.6788 -79.4087
7529 15 43.6704 -79.4533
7530 22 43.6753 -79.3778
7531 19 43.6702 -79.4026
7533 27 43.6381 -79.3979
7534 15 43.6455 -79.4111
7536 23 43.6516 -79.4083
7537 16 43.6616 -79.4138
7538 19 43.6883 -79.4254
7539 19 43.6993 -79.3920
7540 19 43.6887 -79.3926
7541 20 43.6525 -79.4135
7542 23 43.6501 -79.3913
7543 15 43.6548 -79.4035
7545 15 43.6561 -79.3933
7546 18 43.6568 -79.3966
7547 15 43.6580 -79.3927
7548 20 43.6659 -79.3876
7549 47 43.6661 -79.3742
7551 19 43.6497 -79.3642
7552 19 43.5927 -79.5403
7553 19 43.5971 -79.5228
7554 27 43.5962 -79.5161
7555 20 43.6121 -79.4966
7556 31 43.6172 -79.4971
7557 23 43.6309 -79.4824
7558 19 43.6373 -79.4891
7559 15 43.6438 -79.4770
7561 15 43.6586 -79.4872
7562 23 43.6647 -79.4894
7563 19 43.6685 -79.4854
7564 23 43.6655 -79.4849
7565 23 43.6721 -79.4702
7566 19 43.6730 -79.4680
7567 27 43.6988 -79.5195
7568 26 43.6399 -79.4370
7569 47 43.6324 -79.4098
7570 17 43.6651 -79.3415
7571 19 43.6718 -79.3250
7572 15 43.6935 -79.3302
7575 15 43.6549 -79.3540
7576 23 43.6535 -79.3541
7577 27 43.6618 -79.3615
7579 19 43.7006 -79.3973
7580 15 43.7030 -79.3979
7581 15 43.6653 -79.4701
7582 16 43.6909 -79.4375
7583 22 43.6835 -79.5109
7584 27 43.7696 -79.5026
7585 27 43.7641 -79.5013
7586 23 43.7652 -79.4913
7587 19 43.7724 -79.4675
7588 19 43.7781 -79.4680
7589 14 43.7795 -79.4523
7590 23 43.7774 -79.4447
7591 23 43.7070 -79.4097
7593 27 43.7118 -79.3786
7594 15 43.7070 -79.3754
7595 15 43.6933 -79.3832
7596 32 43.6800 -79.3406
7597 15 43.7320 -79.4036
7598 15 43.7330 -79.4040
7599 17 43.6507 -79.3836
7600 20 43.6603 -79.3980
7601 25 43.6839 -79.3665
7602 19 43.6993 -79.3188
7604 18 43.7057 -79.3106
7605 20 43.6941 -79.3006
7606 19 43.6966 -79.2974
7607 19 43.6766 -79.3163
7608 27 43.7206 -79.3555
7609 27 43.7202 -79.3621
7610 15 43.6801 -79.2917
7611 19 43.6915 -79.2886
7612 19 43.7479 -79.1993
7613 19 43.7562 -79.2027
7614 23 43.7794 -79.1930
7615 19 43.7777 -79.1660
7616 19 43.7780 -79.1319
7617 19 43.7883 -79.1235
7618 19 43.6927 -79.4410
7619 14 43.7042 -79.4094
7620 15 43.7079 -79.3925
7622 23 43.5881 -79.5432
7623 19 43.6030 -79.4927
7624 11 43.7550 -79.1971
7625 23 43.7255 -79.4012
7626 25 43.7806 -79.1301
7627 15 43.6671 -79.4251
7629 15 43.6625 -79.5030
7630 23 43.6003 -79.5109
7631 15 43.6615 -79.4984
7632 17 43.7004 -79.4275
7633 15 43.6425 -79.4296
7635 15 43.6596 -79.4799
7636 23 43.6477 -79.4876
7637 19 43.6163 -79.4990
7639 16 43.6400 -79.3994
7640 15 43.6840 -79.4107
7641 15 43.6641 -79.4589
7642 19 43.6885 -79.3940
7643 19 43.6954 -79.4026
7644 15 43.6851 -79.3150
7645 16 43.7842 -79.1850
7646 15 43.6498 -79.3864
7647 17 43.6564 -79.3878
7650 22 43.6864 -79.4159
7654 7 43.6541 -79.4636
7655 15 43.6802 -79.3392
7656 11 43.6590 -79.4387
7657 19 43.6470 -79.3707
7658 27 43.6492 -79.4934
7659 19 43.6856 -79.3117
7660 39 43.6566 -79.3796
7662 19 43.6393 -79.4408
7663 17 43.7180 -79.3719
7664 15 43.7227 -79.3764
7665 11 43.7210 -79.3775
7666 26 43.6504 -79.4408
7667 35 43.6640 -79.4030
7668 20 43.6551 -79.3893
7670 12 43.7281 -79.4032
7671 12 43.7096 -79.3992
7675 15 43.6496 -79.4324
7676 16 43.7274 -79.3814
7677 16 43.6846 -79.3925
7678 16 43.7734 -79.5002
7679 15 43.7741 -79.5005
7680 19 43.6334 -79.4144
7681 23 43.6545 -79.3411
7682 27 43.6413 -79.4014
7684 23 43.6422 -79.3770
7685 22 43.6451 -79.3974
7686 15 43.6478 -79.3705
7687 10 43.6602 -79.4343
7688 15 43.6449 -79.4564
7691 19 43.6717 -79.4212
7692 26 43.6701 -79.2971
7693 19 43.6559 -79.3756
7694 19 43.7065 -79.2951
7695 18 43.6678 -79.3081
7696 19 43.6751 -79.3069
7698 13 43.6754 -79.4548
7699 15 43.6782 -79.4354
7700 15 43.6801 -79.4347
7701 19 43.6463 -79.4488
7702 18 43.6593 -79.3499
7703 19 43.6614 -79.3641
7704 17 43.6809 -79.3304
7705 19 43.6624 -79.3413
7706 27 43.6791 -79.3263
7707 19 43.6355 -79.4035
7708 27 43.6869 -79.3111
7709 23 43.6962 -79.3950
7710 18 43.6677 -79.4041
7711 15 43.6555 -79.4302
7712 23 43.6442 -79.4161
7713 23 43.6506 -79.3813
7715 11 43.6932 -79.3143
7716 19 43.6469 -79.3733
7717 11 43.6426 -79.4001
7718 11 43.6466 -79.3996
7719 28 43.6484 -79.4005
7720 32 43.6444 -79.4007
7721 11 43.6464 -79.3912
7724 15 43.6682 -79.3703
7725 15 43.6792 -79.3907
7728 19 43.6586 -79.4498
7729 43 43.6502 -79.4830
7730 43 43.6367 -79.4088
7731 15 43.6803 -79.2836
7732 14 43.6882 -79.2705
7733 15 43.6929 -79.2834
7734 15 43.6950 -79.2718
7735 15 43.6917 -79.2650
7736 15 43.6940 -79.2626
7737 15 43.6975 -79.2566
7738 15 43.7024 -79.2563
7739 11 43.7064 -79.2510
7740 15 43.7106 -79.2541
7741 15 43.6487 -79.4581
7742 19 43.6942 -79.4578
7743 19 43.6926 -79.4628
7744 23 43.6832 -79.4558
7745 15 43.6880 -79.4603
7746 19 43.7016 -79.4410
7747 13 43.6947 -79.4538
7748 19 43.6502 -79.4963
7749 15 43.6492 -79.5060
7750 15 43.6898 -79.2940
7751 15 43.6482 -79.5104
7752 23 43.6358 -79.4675
7753 15 43.6237 -79.4838
7754 14 43.6993 -79.4494
7755 15 43.6356 -79.4935
7756 19 43.7612 -79.5114
7757 19 43.6430 -79.3943
7758 18 43.7604 -79.5163
7759 15 43.7724 -79.5119
7760 21 43.6231 -79.4918
7761 15 43.6560 -79.3706
7762 13 43.6592 -79.3948
7765 15 43.6653 -79.4750
7766 15 43.6655 -79.4101
7767 11 43.7765 -79.5085
7768 14 43.6535 -79.3859
7769 15 43.5912 -79.5445
7770 23 43.6508 -79.3970
7771 11 43.6738 -79.4609
7772 15 43.6475 -79.3860
7773 14 43.7151 -79.3341
7774 15 43.7165 -79.3309
7775 11 43.7155 -79.3281
7776 19 43.7196 -79.3320
7777 15 43.7040 -79.3481
7778 11 43.7052 -79.3422
7779 15 43.7066 -79.3678
7780 16 43.7009 -79.3874
7781 15 43.6869 -79.4010
7782 20 43.7531 -79.4796
7783 20 43.7483 -79.4757
7784 19 43.7367 -79.4823
7785 16 43.7495 -79.4870
7787 31 43.6374 -79.3898
7788 23 43.6439 -79.3687
7789 23 43.7063 -79.3962
7790 17 43.6391 -79.4142
7791 14 43.6457 -79.4193
7794 15 43.6407 -79.3799
7795 12 43.6669 -79.3811
7796 19 43.6612 -79.3585
7798 12 43.6593 -79.3580
7799 15 43.6936 -79.2771
7800 19 43.7270 -79.2439
7801 15 43.7360 -79.2200
7802 11 43.6374 -79.4362
7803 19 43.7155 -79.2877
7804 13 43.6429 -79.4375
7805 19 43.6974 -79.2853
7806 15 43.7069 -79.2685
7807 15 43.7118 -79.2703
7808 15 43.7110 -79.2913
7809 18 43.7032 -79.2787
7810 15 43.6698 -79.3944
7811 18 43.7129 -79.2487
7812 19 43.7323 -79.2250
7813 23 43.6963 -79.3963
7814 15 43.7269 -79.2292
7815 15 43.6779 -79.3984
7816 27 43.6554 -79.3835
7817 15 43.6413 -79.4150
7818 19 43.7043 -79.3973
7819 15 43.6971 -79.4054
7820 15 43.6837 -79.3226
7821 20 43.6430 -79.4236
7822 19 43.6573 -79.3266
7823 11 43.6870 -79.3348
7824 19 43.7116 -79.2806
7825 14 43.7453 -79.2097
7826 15 43.6704 -79.3278
7827 15 43.6799 -79.3342
7828 11 43.7160 -79.3047
7829 15 43.7110 -79.3068
7830 14 43.7075 -79.3025
7831 18 43.7177 -79.2996
7832 19 43.7819 -79.4153
7833 15 43.7093 -79.4417
7834 15 43.7082 -79.4563
7835 19 43.7076 -79.4657
7836 19 43.6840 -79.4530
7837 19 43.7667 -79.1852
7838 19 43.6205 -79.4832
7839 11 43.5984 -79.5156
7840 15 43.6454 -79.5277
7841 15 43.6457 -79.5234
7842 11 43.5945 -79.5339
7843 15 43.6265 -79.5036
7844 15 43.6019 -79.4994
7845 15 43.6012 -79.5042
7846 15 43.6429 -79.5320
7848 23 43.6627 -79.3625
7849 15 43.7074 -79.4372
7850 16 43.6460 -79.3996
7851 14 43.6987 -79.4757
7852 23 43.6882 -79.4822
7853 14 43.6955 -79.4881
7854 19 43.6743 -79.4948
7855 15 43.6685 -79.5008
7856 15 43.6783 -79.5067
7857 19 43.6914 -79.4691
7858 23 43.6819 -79.4736
7859 15 43.7062 -79.5326
7860 15 43.7024 -79.5259
7861 19 43.6874 -79.5062
7862 15 43.6914 -79.5015
7863 15 43.7067 -79.5048
7864 15 43.6653 -79.3994
7865 43 43.6907 -79.4782
7866 23 43.6592 -79.4428
7867 15 43.6799 -79.3899
7868 19 43.7556 -79.4745
7869 15 43.7439 -79.4918
7870 15 43.7254 -79.4872
7871 14 43.7023 -79.5035
7872 15 43.7592 -79.4900
7873 15 43.7607 -79.5000
7874 15 43.7709 -79.4981
7875 14 43.7475 -79.5133
7876 15 43.7553 -79.5170
7877 15 43.7503 -79.5158
7878 15 43.7326 -79.5382
7879 12 43.7487 -79.5418
7880 15 43.7485 -79.5504
7881 27 43.6464 -79.3618
7882 15 43.7638 -79.4881
7883 11 43.7275 -79.3271
7884 15 43.7221 -79.3086
7885 11 43.7218 -79.2359
7886 15 43.7593 -79.5184
7887 43 43.6368 -79.4088
7888 15 43.6628 -79.5196
7889 19 43.6603 -79.5115
7890 14 43.7102 -79.3958
7891 19 43.7209 -79.3499
7892 15 43.7122 -79.3943
7893 19 43.7076 -79.3427
7895 15 43.6712 -79.4670
7896 15 43.6911 -79.4328
7897 15 43.7072 -79.3453
7898 16 43.6575 -79.3892
7899 11 43.6602 -79.3908
7900 11 43.6560 -79.3897
7901 11 43.6493 -79.5031
7902 15 43.6755 -79.4720
7903 15 43.6700 -79.4789
7904 11 43.6634 -79.4131
7905 11 43.6622 -79.4127
7906 14 43.6503 -79.3665
7907 40 43.6649 -79.4095
7909 23 43.7050 -79.3355
7910 15 43.7143 -79.3609
7911 19 43.6480 -79.3832
7912 19 43.6404 -79.4237
7913 23 43.6625 -79.3978
7914 26 43.6470 -79.3831
7915 15 43.6823 -79.4681
7916 19 43.6484 -79.3856
7917 17 43.6478 -79.3843
7918 15 43.7276 -79.5525
7919 18 43.7215 -79.5456
7920 15 43.7296 -79.5470
7921 15 43.7445 -79.5682
7922 23 43.6773 -79.3574
7923 19 43.6974 -79.5008
7924 12 43.6481 -79.3886
7925 24 43.6429 -79.4071
7926 24 43.7098 -79.3639
7927 24 43.6391 -79.4108
7928 31 43.6511 -79.3876
7929 12 43.6494 -79.3968
