801
10000
0 45.5299 -73.6018
175 27 45.5205 -73.5677
176 19 45.5255 -73.5742
177 23 45.5224 -73.5742
178 15 45.5244 -73.5760
179 15 45.5206 -73.5759
180 31 45.4994 -73.5549
181 31 45.5174 -73.5821
182 19 45.5214 -73.5850
183 15 45.5224 -73.5841
184 39 45.5250 -73.5822
185 15 45.5491 -73.6009
186 19 45.5289 -73.5879
187 23 45.5256 -73.5818
188 27 45.5260 -73.5779
189 15 45.5523 -73.6130
190 23 45.5270 -73.5858
191 15 45.5314 -73.6127
192 23 45.5281 -73.5917
193 19 45.5210 -73.5973
194 23 45.5256 -73.5929
195 23 45.5240 -73.5902
196 23 45.5213 -73.5896
197 19 45.5390 -73.5824
198 19 45.5297 -73.5953
199 15 45.5252 -73.5994
200 23 45.5246 -73.5958
201 23 45.5235 -73.5873
202 27 45.5063 -73.5728
203 31 45.5094 -73.5739
204 35 45.5104 -73.5756
205 11 45.5126 -73.5764
206 22 45.5109 -73.5782
207 27 45.5125 -73.5707
208 26 45.5507 -73.6564
209 27 45.5152 -73.5751
210 23 45.5151 -73.5811
211 15 45.5179 -73.5784
212 31 45.5161 -73.5701
213 35 45.4977 -73.5748
214 39 45.5138 -73.5824
215 23 45.5190 -73.5836
216 19 45.5173 -73.5745
217 23 45.5192 -73.5772
218 35 45.5194 -73.5868
219 23 45.5183 -73.5883
220 33 45.5169 -73.5891
221 15 45.5180 -73.5926
222 19 45.5202 -73.5906
223 38 45.5757 -73.5616
224 23 45.5203 -73.5950
225 23 45.5206 -73.5858
226 19 45.5239 -73.6001
227 23 45.5230 -73.6018
228 19 45.5274 -73.6040
229 31 45.5266 -73.5983
230 27 45.5373 -73.5792
232 19 45.5321 -73.5823
233 23 45.5167 -73.5772
234 15 45.5498 -73.6056
236 27 45.5057 -73.6295
237 15 45.5175 -73.5979
239 27 45.5203 -73.6078
241 23 45.5227 -73.6133
242 23 45.5209 -73.6157
243 31 45.5323 -73.6111
244 31 45.5186 -73.5816
245 23 45.5370 -73.6120
246 23 45.5368 -73.6149
247 23 45.5343 -73.6122
248 22 45.5333 -73.6155
249 19 45.5390 -73.6143
250 23 45.5401 -73.6090
251 19 45.5385 -73.6056
253 19 45.5364 -73.6078
254 43 45.5371 -73.5932
255 19 45.5413 -73.5839
256 23 45.5392 -73.5859
257 19 45.5445 -73.5881
258 15 45.5372 -73.5975
259 11 45.4712 -73.6270
260 19 45.5426 -73.5921
261 15 45.5385 -73.5777
262 26 45.5467 -73.5887
263 15 45.5444 -73.5956
264 23 45.5399 -73.5994
265 15 45.5364 -73.5542
266 19 45.5437 -73.6013
267 15 45.6400 -73.4901
268 19 45.5546 -73.5963
269 23 45.5468 -73.6028
270 23 45.5304 -73.5844
271 15 45.5454 -73.6103
272 23 45.5417 -73.6076
273 15 45.5500 -73.5958
274 19 45.5516 -73.5992
275 15 45.5415 -73.5984
276 27 45.5439 -73.5842
277 23 45.5319 -73.5980
278 31 45.5341 -73.5955
279 19 45.5334 -73.6011
280 31 45.4839 -73.5636
281 19 45.5247 -73.5789
282 19 45.5072 -73.6151
283 19 45.5012 -73.6205
284 15 45.5274 -73.6077
285 19 45.5250 -73.6107
286 23 45.5243 -73.6049
287 19 45.5460 -73.6466
288 15 45.5515 -73.5821
289 27 45.5370 -73.6020
290 35 45.4905 -73.5602
291 23 45.4929 -73.5647
292 23 45.4900 -73.5671
293 19 45.5475 -73.5927
294 23 45.5236 -73.5925
297 27 45.4785 -73.5693
301 19 45.4883 -73.5687
302 23 45.4728 -73.5853
303 19 45.4850 -73.5720
304 15 45.4853 -73.5769
305 19 45.4954 -73.5686
306 32 45.4802 -73.5776
307 23 45.4838 -73.5751
308 17 45.4891 -73.5766
309 14 45.5199 -73.5801
311 15 45.4569 -73.5726
312 19 45.5069 -73.6235
313 23 45.4824 -73.5837
314 39 45.5014 -73.6331
315 19 45.5349 -73.6094
316 19 45.5293 -73.5748
317 31 45.4955 -73.6223
318 19 45.4891 -73.6470
319 23 45.5536 -73.5605
320 19 45.5361 -73.5763
321 31 45.5414 -73.5542
322 28 45.5470 -73.5512
323 19 45.5506 -73.5490
324 23 45.5415 -73.6125
325 27 45.5443 -73.5454
327 27 45.5410 -73.5470
328 23 45.5481 -73.5471
329 47 45.5622 -73.5463
330 22 45.5532 -73.5398
331 23 45.5512 -73.5409
332 19 45.5397 -73.6345
333 23 45.5399 -73.6203
334 19 45.5410 -73.6264
335 19 45.5408 -73.6304
336 23 45.5434 -73.6325
337 23 45.5425 -73.6363
338 15 45.5472 -73.6311
339 23 45.5436 -73.6278
340 23 45.5448 -73.6215
341 19 45.5431 -73.6161
342 15 45.5481 -73.6243
343 19 45.4746 -73.6240
344 15 45.5449 -73.6148
345 23 45.4674 -73.5708
346 19 45.5495 -73.6161
347 31 45.5242 -73.5816
348 23 45.5497 -73.5546
349 15 45.5590 -73.5995
350 27 45.4757 -73.5646
351 15 45.4806 -73.5658
355 15 45.5386 -73.6278
356 15 45.5456 -73.6349
357 15 45.5389 -73.6239
358 23 45.4717 -73.6139
359 23 45.5563 -73.5374
360 23 45.4771 -73.6214
361 23 45.5569 -73.5893
362 15 45.5519 -73.5939
363 27 45.5093 -73.5624
364 15 45.5535 -73.5878
365 23 45.5497 -73.5912
366 15 45.5478 -73.5849
367 19 45.4689 -73.6199
368 23 45.5499 -73.5583
370 27 45.5101 -73.6248
371 19 45.5480 -73.5814
372 27 45.5504 -73.5737
373 27 45.4575 -73.6395
374 19 45.5572 -73.5698
375 27 45.5475 -73.5751
376 39 45.5452 -73.5765
377 27 45.5471 -73.5694
378 23 45.5539 -73.5714
379 27 45.4698 -73.5892
380 23 45.5529 -73.5658
381 23 45.4793 -73.5663
383 15 45.4633 -73.5759
384 19 45.5516 -73.5619
385 18 45.5458 -73.5622
387 23 45.5455 -73.5567
388 41 45.5544 -73.5514
389 15 45.5183 -73.6032
390 23 45.5196 -73.5983
391 15 45.5149 -73.6197
392 15 45.5156 -73.6150
393 15 45.5144 -73.6109
394 27 45.5102 -73.6114
396 38 45.5361 -73.6226
397 31 45.5352 -73.6175
399 23 45.4863 -73.5735
400 15 45.5693 -73.7047
401 27 45.5145 -73.5684
403 23 45.5231 -73.6182
404 27 45.5126 -73.5737
406 35 45.5125 -73.5320
407 34 45.5064 -73.5246
408 33 45.5304 -73.6244
409 23 45.5216 -73.5353
413 19 45.4699 -73.6174
414 15 45.5547 -73.5466
415 13 45.4981 -73.6529
417 19 45.5412 -73.5910
418 15 45.4778 -73.6150
419 23 45.4915 -73.6336
421 23 45.5023 -73.5733
422 23 45.4854 -73.6282
423 15 45.5570 -73.6599
424 15 45.5464 -73.6384
425 23 45.5304 -73.7039
426 34 45.5037 -73.5695
427 15 45.4801 -73.5859
428 19 45.4628 -73.5659
429 27 45.4595 -73.5721
430 23 45.4707 -73.5654
431 33 45.4671 -73.5426
432 31 45.5133 -73.5730
433 23 45.4600 -73.5440
437 15 45.5216 -73.5937
438 19 45.4870 -73.5893
439 15 45.4828 -73.5908
440 15 45.4774 -73.6002
441 15 45.4813 -73.6003
442 19 45.4862 -73.5957
443 15 45.5337 -73.5153
444 15 45.5284 -73.5172
445 19 45.5398 -73.5088
446 23 45.5364 -73.5125
447 19 45.5372 -73.4951
448 35 45.5233 -73.5201
452 19 45.5315 -73.5924
453 34 45.5598 -73.6154
454 19 45.5508 -73.5341
455 23 45.5006 -73.5783
456 23 45.5698 -73.5481
457 27 45.5540 -73.5550
458 23 45.5617 -73.5856
459 15 45.4564 -73.5761
460 23 45.4507 -73.5726
461 19 45.4561 -73.5819
462 21 45.5071 -73.5684
463 23 45.4617 -73.5841
464 14 45.5598 -73.6583
465 15 45.5315 -73.6170
466 15 45.4379 -73.5825
467 15 45.5678 -73.5797
468 19 45.4207 -73.6297
469 27 45.4444 -73.5754
470 19 45.5639 -73.6556
471 19 45.4947 -73.6387
472 19 45.4667 -73.6236
473 15 45.4607 -73.6341
474 19 45.5595 -73.5355
475 19 45.5768 -73.5465
476 23 45.5758 -73.5412
477 15 45.5649 -73.5775
478 34 45.4717 -73.5827
479 19 45.4510 -73.5939
480 19 45.5610 -73.6514
481 31 45.4850 -73.5603
482 19 45.5269 -73.6267
483 27 45.5163 -73.5580
484 27 45.5701 -73.5730
485 19 45.5472 -73.6182
486 27 45.4779 -73.5590
487 19 45.5637 -73.5714
489 15 45.5422 -73.6227
490 16 45.5568 -73.6672
491 19 45.5520 -73.6302
492 15 45.5587 -73.6059
493 31 45.5024 -73.5666
495 19 45.5803 -73.5353
496 23 45.4863 -73.5702
497 17 45.4634 -73.5964
498 15 45.4944 -73.5834
499 15 45.4567 -73.5976
500 15 45.5279 -73.6239
501 13 45.5236 -73.6234
502 19 45.5305 -73.6147
503 27 45.4923 -73.5585
504 23 45.5064 -73.5565
505 19 45.5294 -73.5843
508 26 45.5261 -73.6130
511 23 45.5741 -73.5746
512 23 45.4576 -73.5905
514 19 45.5300 -73.6329
515 19 45.5441 -73.6674
516 31 45.4950 -73.5778
517 19 45.5498 -73.6406
518 15 45.5674 -73.6538
519 19 45.5476 -73.6652
520 27 45.5129 -73.6339
521 15 45.5476 -73.6122
522 27 45.5200 -73.5549
523 23 45.4818 -73.6304
524 23 45.5189 -73.5559
525 19 45.5144 -73.5565
526 19 45.4649 -73.6266
527 26 45.5036 -73.6183
528 23 45.4295 -73.5931
529 19 45.5828 -73.5425
530 21 45.5532 -73.5326
531 23 45.5452 -73.5373
532 23 45.5275 -73.5988
533 15 45.5437 -73.5535
534 19 45.5189 -73.6161
535 15 45.5222 -73.6067
536 15 45.5332 -73.6419
537 18 45.5272 -73.5867
538 19 45.5501 -73.5772
539 23 45.5279 -73.6012
540 19 45.5270 -73.5935
541 27 45.5365 -73.5680
542 19 45.5277 -73.5974
543 19 45.5380 -73.5835
544 27 45.5328 -73.5719
545 19 45.5228 -73.5772
546 23 45.5257 -73.5903
547 23 45.5086 -73.5777
548 25 45.4805 -73.5778
549 19 45.5392 -73.5738
550 19 45.5199 -73.5968
551 23 45.5071 -73.5723
552 19 45.5147 -73.5766
553 19 45.5436 -73.5678
554 15 45.5295 -73.6107
555 23 45.4705 -73.6317
556 23 45.5497 -73.5638
557 23 45.5649 -73.5556
558 22 45.5271 -73.5895
559 19 45.5024 -73.5733
560 27 45.4942 -73.5600
561 23 45.4465 -73.6026
562 35 45.5019 -73.5440
563 15 45.4897 -73.5641
564 19 45.4500 -73.6003
565 15 45.4828 -73.5621
566 23 45.4810 -73.5686
567 27 45.4677 -73.5939
568 23 45.4803 -73.5810
569 15 45.4483 -73.5779
570 19 45.4573 -73.5673
571 23 45.4602 -73.5670
572 23 45.4530 -73.5719
573 19 45.4630 -73.5716
574 19 45.5404 -73.6165
575 21 45.4972 -73.5593
576 19 45.5420 -73.6299
577 19 45.5400 -73.6381
578 23 45.5437 -73.6057
579 43 45.5071 -73.5614
580 31 45.5063 -73.5714
581 31 45.4875 -73.5650
582 57 45.5064 -73.5642
583 27 45.4799 -73.5559
584 23 45.4958 -73.5826
585 27 45.5230 -73.5654
586 19 45.5232 -73.5558
587 15 45.5182 -73.5616
588 23 45.5763 -73.5835
589 15 45.4912 -73.5808
590 31 45.5265 -73.5458
591 19 45.5343 -73.5597
592 19 45.5010 -73.5594
593 23 45.5051 -73.5719
594 23 45.5161 -73.5605
595 23 45.5496 -73.5419
605 23 45.5202 -73.6299
606 19 45.5169 -73.6405
607 33 45.4830 -73.5798
608 46 45.5028 -73.5759
609 19 45.5156 -73.5721
610 31 45.4999 -73.5705
611 27 45.5076 -73.5693
612 15 45.6414 -73.5000
613 15 45.6514 -73.5004
614 15 45.6495 -73.4919
617 23 45.5706 -73.6518
618 19 45.5763 -73.6468
619 23 45.5397 -73.6772
620 23 45.5398 -73.6873
621 19 45.5331 -73.6946
622 23 45.5401 -73.6535
623 30 45.5383 -73.6549
624 19 45.5972 -73.5628
625 15 45.4763 -73.6062
626 35 45.5040 -73.5697
627 19 45.4940 -73.6545
628 19 45.5003 -73.6617
629 23 45.5141 -73.6469
630 27 45.4315 -73.6711
631 19 45.4350 -73.6708
632 23 45.4328 -73.6935
633 15 45.4358 -73.6802
634 19 45.4335 -73.6835
635 19 45.4225 -73.6012
636 15 45.4292 -73.6628
637 19 45.4177 -73.6234
638 19 45.4163 -73.6129
639 19 45.4440 -73.6138
640 15 45.5262 -73.5958
641 19 45.4928 -73.5564
642 19 45.5892 -73.5397
643 23 45.5968 -73.5352
644 15 45.5915 -73.5628
645 19 45.6019 -73.5244
646 19 45.6096 -73.5227
647 19 45.5590 -73.5483
648 23 45.5959 -73.5235
649 35 45.5082 -73.5800
650 19 45.5909 -73.6406
651 23 45.5168 -73.6114
652 23 45.5683 -73.5667
653 19 45.5718 -73.5643
654 15 45.5277 -73.6123
655 23 45.5195 -73.6852
656 15 45.5353 -73.5774
657 17 45.5084 -73.6730
658 23 45.5196 -73.6662
659 15 45.4805 -73.6112
660 27 45.5090 -73.6986
661 19 45.4882 -73.5881
662 21 45.5225 -73.6914
663 15 45.5373 -73.5753
664 18 45.5793 -73.5817
665 15 45.5957 -73.5953
666 15 45.5065 -73.6605
667 23 45.4892 -73.5719
668 19 45.4789 -73.5820
669 14 45.4568 -73.5468
670 27 45.4469 -73.5722
671 27 45.4649 -73.5670
672 15 45.4533 -73.5768
673 23 45.4914 -73.5701
674 23 45.5355 -73.6198
675 35 45.5599 -73.6336
676 19 45.5471 -73.5434
681 15 45.4818 -73.5954
682 15 45.5519 -73.7444
683 19 45.5707 -73.7371
684 15 45.5635 -73.6930
685 19 45.5684 -73.6752
686 15 45.5595 -73.6989
687 15 45.5523 -73.7075
688 15 45.5062 -73.6423
692 21 45.5297 -73.6017
693 11 45.6175 -73.6060
694 13 45.5319 -73.7136
695 15 45.5169 -73.6263
696 15 45.4905 -73.6385
697 27 45.4773 -73.5873
698 23 45.5410 -73.5583
699 19 45.5268 -73.7304
700 19 45.5783 -73.6560
701 19 45.5498 -73.6477
702 19 45.4689 -73.6094
703 23 45.4719 -73.6400
704 15 45.6044 -73.5161
705 15 45.6059 -73.5344
706 15 45.4827 -73.6350
707 15 45.4391 -73.5917
708 19 45.4726 -73.5700
709 15 45.5693 -73.6364
710 19 45.4479 -73.5838
711 19 45.4596 -73.6446
712 15 45.5459 -73.6267
713 15 45.5669 -73.6410
716 15 45.5223 -73.7217
717 25 45.5130 -73.6825
718 15 45.5334 -73.6489
719 29 45.4361 -73.6058
720 19 45.4251 -73.6496
721 21 45.4297 -73.6695
722 15 45.4399 -73.6815
723 27 45.5312 -73.7474
724 19 45.5718 -73.5415
725 15 45.4587 -73.5960
726 15 45.4529 -73.5892
727 23 45.5840 -73.7208
728 15 45.5984 -73.6361
729 19 45.5219 -73.5573
730 15 45.4405 -73.7024
731 15 45.5883 -73.5778
732 15 45.4385 -73.6202
733 19 45.4821 -73.5749
735 15 45.5158 -73.6006
736 19 45.4905 -73.6291
737 15 45.6145 -73.6119
738 19 45.5648 -73.5958
739 27 45.5425 -73.7410
740 15 45.5169 -73.5643
741 23 45.5934 -73.6690
742 39 45.5250 -73.5856
743 19 45.6025 -73.5433
744 15 45.4297 -73.6339
745 19 45.4434 -73.7179
746 27 45.4752 -73.5809
747 23 45.4776 -73.5738
748 23 45.6058 -73.6627
749 19 45.5316 -73.5683
750 19 45.5465 -73.5987
751 19 45.5666 -73.5716
752 17 45.5395 -73.5761
753 15 45.5303 -73.5549
754 15 45.4453 -73.6245
755 15 45.5578 -73.6015
756 37 45.5040 -73.6228
757 23 45.5280 -73.6192
758 15 45.5833 -73.6328
759 27 45.5750 -73.6880
760 19 45.5062 -73.7112
761 15 45.5508 -73.6209
762 15 45.5147 -73.6914
768 19 45.6062 -73.6288
769 19 45.5490 -73.5920
770 19 45.5259 -73.6891
771 15 45.5201 -73.6780
772 15 45.5617 -73.6105
773 19 45.5864 -73.5952
774 15 45.5814 -73.5726
775 19 45.5905 -73.5903
776 21 45.5940 -73.6377
777 15 45.5794 -73.6026
778 19 45.4381 -73.6727
779 19 45.4366 -73.7084
780 19 45.5443 -73.5770
781 11 45.6027 -73.5579
782 19 45.6109 -73.5467
783 19 45.5030 -73.6891
784 19 45.5169 -73.5272
785 19 45.5176 -73.7266
786 19 45.5132 -73.7131
787 15 45.4398 -73.6949
788 15 45.4384 -73.7155
789 15 45.4461 -73.6508
790 23 45.5581 -73.7194
791 19 45.5601 -73.6813
793 15 45.5983 -73.5460
794 26 45.5352 -73.6155
795 15 45.4329 -73.5969
796 19 45.5605 -73.7092
797 15 45.5534 -73.6623
798 25 45.5597 -73.5516
799 19 45.5957 -73.5597
800 15 45.5200 -73.6189
801 18 45.5333 -73.6208
802 23 45.5684 -73.7469
803 15 45.4177 -73.6452
806 15 45.5160 -73.6083
807 25 45.4977 -73.6193
808 25 45.5548 -73.5537
809 23 45.5616 -73.7545
810 19 45.5530 -73.7582
815 15 45.5724 -73.5937
816 19 45.5840 -73.6081
817 15 45.5865 -73.5704
818 19 45.5450 -73.7379
819 15 45.5995 -73.6236
820 17 45.6084 -73.6385
821 15 45.5877 -73.6317
822 19 45.5159 -73.5601
823 15 45.5140 -73.5660
824 19 45.5393 -73.5952
825 15 45.5832 -73.6298
826 19 45.5866 -73.5297
827 18 45.5925 -73.6487
828 18 45.5597 -73.6015
829 27 45.5068 -73.6818
830 23 45.5669 -73.5394
831 15 45.5237 -73.6717
832 18 45.5128 -73.6761
833 19 45.5281 -73.6925
834 24 45.5107 -73.5651
835 18 45.5546 -73.6126
836 15 45.5160 -73.5629
837 15 45.5812 -73.6412
838 15 45.5576 -73.5792
839 29 45.5122 -73.5548
840 26 45.5577 -73.5838
841 15 45.6391 -73.5961
842 23 45.5803 -73.6847
843 23 45.5625 -73.7437
844 23 45.5574 -73.7481
845 19 45.5789 -73.7049
846 19 45.5650 -73.7319
847 19 45.5712 -73.7235
848 19 45.5437 -73.5594
849 15 45.5236 -73.7139
850 11 45.5471 -73.5489
851 26 45.4962 -73.6298
852 19 45.6313 -73.6163
853 23 45.5725 -73.4431
854 15 45.5143 -73.7080
855 27 45.5928 -73.5104
857 19 45.5009 -73.6256
858 19 45.6012 -73.4500
859 21 45.6067 -73.4569
860 15 45.5187 -73.6988
861 11 45.6315 -73.5082
862 15 45.4478 -73.7109
863 19 45.6307 -73.4948
866 19 45.6132 -73.5099
867 15 45.6285 -73.4995
868 15 45.5647 -73.4796
870 15 45.5512 -73.4839
871 19 45.5819 -73.4553
872 15 45.5471 -73.4520
873 33 45.5022 -73.5683
874 3 45.4489 -73.6049
875 15 45.6133 -73.4515
877 19 45.5915 -73.4361
878 19 45.5692 -73.4495
879 19 45.5365 -73.4577
880 19 45.5337 -73.4860
881 19 45.5336 -73.4737
882 19 45.7023 -73.6396
883 19 45.6922 -73.6370
884 22 45.6978 -73.6541
885 19 45.4256 -73.6571
886 29 45.5416 -73.5650
887 17 45.4484 -73.6129
