424
4000
0 42.3517 -71.0405
f8351255-0de8-11e7-991c-3863bb43a7d0 15 42.3490 -71.1603
f83512c9-0de8-11e7-991c-3863bb43a7d0 16 42.3489 -71.1503
f8351336-0de8-11e7-991c-3863bb43a7d0 15 42.3867 -71.1190
f83513a7-0de8-11e7-991c-3863bb43a7d0 19 42.3626 -71.1001
f835141c-0de8-11e7-991c-3863bb43a7d0 19 42.3596 -71.1013
f8351490-0de8-11e7-991c-3863bb43a7d0 53 42.3556 -71.1039
f83514f9-0de8-11e7-991c-3863bb43a7d0 19 42.3748 -71.1332
f8351569-0de8-11e7-991c-3863bb43a7d0 19 42.3817 -71.1343
f83515d8-0de8-11e7-991c-3863bb43a7d0 19 42.3677 -71.0712
f8351649-0de8-11e7-991c-3863bb43a7d0 19 42.3956 -71.1426
f83516b8-0de8-11e7-991c-3863bb43a7d0 19 42.3578 -71.1039
f8351726-0de8-11e7-991c-3863bb43a7d0 15 42.3654 -71.0828
f8351791-0de8-11e7-991c-3863bb43a7d0 15 42.3481 -71.0376
f83517fa-0de8-11e7-991c-3863bb43a7d0 15 42.3278 -71.1254
f8351dc2-0de8-11e7-991c-3863bb43a7d0 15 42.3911 -71.0904
f8351e42-0de8-11e7-991c-3863bb43a7d0 23 42.3624 -71.0850
f8351eb0-0de8-11e7-991c-3863bb43a7d0 35 42.3657 -71.0643
f8351f1d-0de8-11e7-991c-3863bb43a7d0 15 42.3314 -71.1269
f8351f87-0de8-11e7-991c-3863bb43a7d0 19 42.3547 -71.0532
f8351ff1-0de8-11e7-991c-3863bb43a7d0 15 42.3338 -71.1205
f8352068-0de8-11e7-991c-3863bb43a7d0 19 42.3861 -71.0783
f83520d8-0de8-11e7-991c-3863bb43a7d0 23 42.3720 -71.0720
f8352150-0de8-11e7-991c-3863bb43a7d0 10 42.3179 -71.0824
f8352219-0de8-11e7-991c-3863bb43a7d0 15 42.3214 -71.0913
f8352378-0de8-11e7-991c-3863bb43a7d0 19 42.3328 -71.0812
f83523e3-0de8-11e7-991c-3863bb43a7d0 15 42.3169 -71.0919
f835244e-0de8-11e7-991c-3863bb43a7d0 15 42.3079 -71.0810
f83524c0-0de8-11e7-991c-3863bb43a7d0 15 42.3096 -71.0729
f835259f-0de8-11e7-991c-3863bb43a7d0 15 42.3079 -71.0651
f835260c-0de8-11e7-991c-3863bb43a7d0 35 42.3598 -71.0598
f835288a-0de8-11e7-991c-3863bb43a7d0 13 42.3506 -71.1665
f8352973-0de8-11e7-991c-3863bb43a7d0 15 42.3835 -71.0162
f8352a4d-0de8-11e7-991c-3863bb43a7d0 33 42.3688 -71.0398
f8352ac4-0de8-11e7-991c-3863bb43a7d0 16 42.3695 -71.0394
f8352ba8-0de8-11e7-991c-3863bb43a7d0 15 42.3707 -71.0442
f8352c92-0de8-11e7-991c-3863bb43a7d0 19 42.3868 -71.0061
f8353277-0de8-11e7-991c-3863bb43a7d0 15 42.3516 -71.0457
f83532fa-0de8-11e7-991c-3863bb43a7d0 15 42.3733 -71.0410
fbb9b58c-2b92-4bcf-8e4c-a982e40d2f39 19 42.3725 -71.1131
83183df0-38c2-4ae8-a0c4-4b59599c9582 5 42.3437 -71.0623
1331197c-f6c6-4f4a-a29b-95e580359886 17 42.3827 -71.1435
7560f0e3-267b-4fb3-bbfa-6e02010cfcb7 19 42.3712 -71.0976
ea65c25f-0718-4f79-8588-c58b9fe3a105 15 42.3515 -71.1213
36f36eed-1070-49be-8b31-5676b8b3489f 19 42.3495 -71.1006
a825b55d-3ab3-481f-9c50-d3a7313e6843 19 42.3616 -71.0804
31382324-2931-491a-827a-40149e45afee 11 42.3041 -71.0793
1cced911-b428-4cfd-81be-3a8f77ce7379 15 42.3462 -71.1073
625f105e-4407-4988-9095-d1979cbda5e1 19 42.3952 -71.0985
25cc602a-152a-4abe-9df8-a131d0a5d94b 15 42.3876 -71.0832
7c860828-3359-4229-b59b-963f5a4bab00 15 42.3922 -71.0775
7df1ee28-441e-44c1-8507-8f58946be96b 15 42.3941 -71.1113
0839bb10-e876-4198-95e4-0147a561853d 15 42.2830 -71.0547
8d893519-bc21-4536-b346-f558988bc8ad 15 42.2996 -71.0607
57caf362-1e8b-46aa-9ee3-82341c405ab0 15 42.2857 -71.0641
ea00f276-26dc-48ee-b2c8-6e56fd632a2d 19 42.2929 -71.0657
4764641e-b080-4c70-a1e1-049de81e09d0 40 42.3009 -71.1142
c202f2ca-ec1d-4dc5-a734-e0a342f23ba4 23 42.3065 -71.1077
7f68a70d-af0e-450a-b7a8-ce621cd0c8c1 19 42.3809 -71.0706
c98f50f6-1901-4c64-b164-8cf33245e022 19 42.3170 -71.1044
74cb9bf6-bb53-4c70-88d2-67998b99628c 23 42.3334 -71.0250
dd05a440-f881-410c-a071-864da11c634a 19 42.3637 -71.0876
bd3d4824-7203-4edc-a314-cea2b413e886 27 42.3936 -71.1439
3dbbb3cb-b52d-46f8-8f9c-db11e83d081c 15 42.3749 -71.0638
baab0b05-a028-4147-8432-a2726c7e48ea 15 42.3964 -71.1201
13681246-4bf8-444a-a908-fa165e4ad298 15 42.3818 -71.0840
f2b83aa2-86cd-4904-a099-74bf2023f768 15 42.3810 -71.1040
5018e851-f2f3-4e18-9914-c316bbcc2c3d 15 42.3366 -71.0989
bb27977d-36c1-496d-8bac-631b612dd7b8 15 42.3495 -71.1302
93381e13-cd04-4e10-ac81-9f5926aa01d5 25 42.3750 -71.1487
1e3beeb4-f8e1-452c-93e5-48df78d4b313 19 42.3912 -71.1226
70f20fcb-8e63-4015-9007-b97c525ab0a9 19 42.3660 -71.0952
b5894555-30a3-46db-918a-fdeb083d6001 15 42.2679 -71.0936
5b1d2661-8a93-4f14-b242-ebc52792f951 15 42.2871 -71.1278
0adccd89-1d8d-44da-9f7c-5f18acafeddf 15 42.3484 -71.1400
1ef9964d-47ac-4cd4-916e-7c006fa1e605 15 42.2927 -71.1212
e32c0bb9-e85b-4764-b0fb-5c582cfd3a90 19 42.2746 -71.0937
aa964f5b-fadf-4fc1-8c91-84ee36e15f0d 15 42.2863 -71.1282
47c44bb1-d065-41f5-ad79-c18aee60af34 15 42.3447 -71.0973
51bb4381-dae4-4aeb-b213-0614b807be29 19 42.3402 -71.1517
df03c61a-29d7-445d-9980-d7f058916591 19 42.3518 -71.0678
25a9114f-66f0-427c-920f-5526ca84f056 15 42.3355 -71.1506
97a1e4e7-a1ff-427a-aaea-48ca0d00bf9c 15 42.2946 -71.0871
eb8824c3-9c84-4fec-8d6f-d537c8ab3beb 17 42.2903 -71.0718
ccf82572-a142-4378-9a4b-5a51fcb4ef81 17 42.2874 -71.0711
b995a0b4-fc26-4661-9bc8-e166d648edfd 15 42.2774 -71.0932
fe6a64e7-c712-404c-85ae-ee77a37245b1 15 42.3852 -71.0106
23146f28-9762-4a6d-a6db-fcd4ff0e5d07 23 42.3741 -71.0548
a18e1e55-507e-49d8-b7c0-5c0efd959125 19 42.3804 -71.0606
f24a573e-ef07-4785-9270-70c443510ea6 15 42.3339 -71.1045
8b703219-1e16-4ba1-9f46-2b7030c7849a 15 42.3295 -71.0902
e2c306f6-82c7-4d0d-89fd-c9452d2f9ad1 19 42.3492 -71.0973
52ca4d94-587f-4a61-a298-a1a755e73bfb 19 42.3302 -71.0506
81bfc33b-30d8-4881-b261-712715a8b2bc 19 42.3452 -71.0638
8bc42f7f-753d-4cca-a7d6-0d7c2530ea2c 19 42.3384 -71.0817
fbc512a5-4b98-4821-bcfb-bb0c7ac83543 19 42.3494 -71.0621
56817d8e-3a1c-431a-a529-1a600f80c364 19 42.3430 -71.0580
02a4416f-80b4-4472-accd-5db482ed5b6d 19 42.3854 -71.1378
803a0c16-4f81-44f1-8b49-a13fcdda40c1 19 42.3510 -71.0778
9e9be067-c6bb-41de-9491-eda69d24d6de 19 42.3808 -71.1541
cad0e759-b605-458a-b772-768dcce81dc6 19 42.3496 -71.0795
ba634139-d7bf-448f-aac4-25995d36b67b 14 42.2863 -71.1367
1676a6f7-c417-48d2-92e8-5ce21995efc3 19 42.3567 -71.0617
c5cfd1ed-aa44-4e20-96bb-e334c96f0d68 15 42.3603 -71.1285
5bbdd12f-fec4-4741-9d5d-4a60834c5d02 19 42.3793 -71.1034
ec3eea05-a3ff-43c6-9e24-0c63f09b915f 19 42.3803 -71.1088
342a2c60-71b0-4d19-98d6-47987cf20dbc 15 42.3425 -71.0742
f6df6c1a-064f-428a-951c-2069a081b9df 18 42.3614 -71.0967
2104f242-2dde-4ec0-8197-4454b1021ac1 25 42.3743 -71.1003
1e1b40cd-8e00-4b74-b147-be6b23f5c9e7 15 42.3366 -71.0689
5bc7cba9-f0b0-442d-932c-e8c7927d87ce 19 42.3686 -71.0993
53a148ca-ac69-4a9c-a986-9a4b4df2f5df 15 42.4114 -71.0682
25489822-e43a-4704-b2a8-d905b78ba77c 16 42.4070 -71.0565
3f4f4ad4-a715-43d5-828f-f8381f26b66a 15 42.3965 -71.0655
f7d416f8-4377-4019-bba7-302dc1d5a11d 15 42.3933 -71.0724
d22265a8-a6d7-4922-a6b5-4be738a9e5c4 15 42.4143 -71.0448
4b5de733-9353-4873-9dc2-9558b3cb063a 15 42.4125 -71.0584
f0f01d4c-ba4a-4ab2-9cc0-9fa1f9223300 13 42.4103 -71.0526
fe534b6f-61ad-47d3-b9f6-cdaa128f53a4 15 42.4203 -71.0442
a5600f2e-baaa-43ea-bce5-880179f38599 0 42.4093 -71.0638
13444449-b3a8-43d2-b8b9-a59fbc59a174 15 42.3984 -71.0637
133d159e-a202-4310-910f-eca392fe181e 19 42.3655 -71.0801
53548ba4-ad0a-4d92-8e57-fd5c9f3ad102 15 42.3485 -71.0656
99675a11-a92c-465c-bf5a-434b08ba5fc6 27 42.3473 -71.1002
186accbb-6a08-4e1d-b267-9033c4443a56 15 42.3246 -71.1214
270ad97d-035d-472a-9827-76d3187afc56 15 42.3399 -71.1342
0daf7408-7a15-4d2b-8c39-f1a097cdbe85 15 42.3401 -71.1207
ad2cf74c-0e8c-4e15-8f19-2259e8c82f0f 14 42.3414 -71.0834
f8285d4f-5053-4e26-bb28-72016fe11353 19 42.3204 -71.0536
88b35b6d-f355-44dc-b85e-ed2eb1bc9099 19 42.3919 -71.0975
403c0f6c-d01a-4171-a7be-3aa4dbb0d7d1 19 42.3883 -71.1107
42886366-9cbf-432c-ba84-beef38877c87 15 42.3872 -71.0871
171f821a-93cf-4791-b322-0834a29c2c5a 19 42.3895 -71.1169
4fe8e777-345b-4fc2-a684-dd874e8186d8 15 42.2917 -71.0626
9ca92778-9101-48df-90ea-08b784e26a1a 19 42.3696 -71.0858
8347c34d-68df-404b-ac58-7a387cc3ce4b 23 42.3979 -71.1480
36a8fbc8-6069-4a29-bbfd-63a2d019c9a5 19 42.3495 -71.0724
ddcc8869-b8d4-483c-b9da-457fcebc8dc1 19 42.3447 -71.0765
9e710d48-51c1-460e-a027-3d16bde62b13 15 42.3754 -71.0392
d1c0b0c2-6e4c-424e-a946-a2a95a711633 14 42.2788 -71.1169
c5017e67-cada-4549-a52e-0f13dddd289d 19 42.3060 -71.1157
ec4e1168-25dc-4929-b17b-e4ae578dd888 16 42.3193 -71.0964
2363c5a3-93cc-41a2-a767-90f1826c041f 27 42.3529 -71.0566
0cb6d635-6a7d-4d75-89b4-36b12616be12 19 42.2863 -71.1534
676ca473-eed6-4971-aaf3-e199a7ca335b 17 42.2828 -71.1573
90330e1a-dee5-4914-9d3f-3891aeca12ca 19 42.2775 -71.1634
8d535c23-f186-4161-aa10-17e94be6d4ae 15 42.3677 -71.0334
9fef6df2-7f8f-43fc-a85b-7dd5453860f9 19 42.3721 -71.0900
20b0b405-54ba-4a80-b89c-0819772665db 17 42.3566 -71.1417
40ee059e-8530-4992-9114-c16b87d6832f 19 42.3845 -71.0751
ff6ed364-8676-45a0-b97f-71025683849e 15 42.2961 -71.1160
82b41ffb-e284-4e4d-b22a-0cad2bfd4bee 19 42.3329 -71.0922
7ec0c53c-876a-419c-a78b-4edd000bbc9a 19 42.3189 -71.0454
a6e0db4f-fc9b-42af-bfe0-36cc0259b717 16 42.3496 -71.1039
2ba0c5dd-c990-4434-8a84-5c3eca23f096 18 42.3468 -71.1455
228b8017-e4da-4722-9223-b8279a14b8ad 11 42.4153 -71.0528
a83f982f-a4f1-43e4-98e8-c8f4a0bb7290 15 42.3441 -71.1147
2fd22786-dfeb-4126-a906-4f01802087f3 0 42.3502 -71.0774
634b697d-0e64-4102-8849-abac7a7f8e35 12 42.3721 -71.1568
f606593b-3d07-40f2-bc6d-a0eb96588e44 18 42.3829 -71.1245
66763558-7a03-48a9-8665-6b4445b81f48 15 42.3653 -71.1857
cf5f920f-b61d-4db0-b139-14aff04d577c 19 42.3653 -71.0609
81323081-749c-44cf-ac62-0e6c64305c32 11 42.4161 -71.1534
e4d5271f-5f76-401b-b7f0-c8dce3c26f10 11 42.4094 -71.1491
38706d8c-8d4b-49f7-b6ed-7688449db261 19 42.3924 -71.1506
9f582e05-15e0-4a39-aef5-c719e0c78e26 11 42.3557 -71.1864
918335df-fc1a-45c2-9cfc-c5e2e93aecc0 11 42.3539 -71.1994
ad2fb6f2-921f-440c-83de-08be76e35c2a 15 42.3607 -71.2015
01d29f8c-768d-4c4f-84ca-3de966075287 11 42.3571 -71.1860
f1cafe36-f800-41f6-b74d-73953cb6394c 27 42.3605 -71.0867
533620e8-00ff-494a-b288-bd67602bc98e 27 42.3609 -71.0855
7dd0fc98-c1dd-4c93-9c1d-4bbdf5f93346 15 42.3496 -71.2263
77c1736c-a609-4453-94f7-8e4253a8193c 11 42.3541 -71.2138
68e5e79a-3c94-4848-b619-9c0829d7f687 14 42.3628 -71.1576
c935cfb1-ef73-402e-9b86-83aaaac6534d 19 42.3706 -71.0356
13918b3b-9ac5-4968-a74d-e40dd3bc952e 19 42.3630 -71.0897
af066ffd-b892-434f-8532-1982fc408780 11 42.4002 -71.1446
868ccc83-99e5-4faf-96eb-e1fae26b9741 19 42.3418 -71.0399
e68655be-23d3-46e5-a509-25be677e7542 11 42.4062 -71.0604
3b158c7a-a362-43ae-af1f-121b78be32d7 17 42.3641 -71.0288
7feae3ce-ddf2-4a45-a123-1209c8a9182b 11 42.4081 -71.0089
aa556ad4-0092-4687-96c2-8dbc69addb56 11 42.4074 -71.0139
9340e113-e0b2-48ac-b58a-8b6f001b0a94 11 42.3305 -71.1929
380de8b2-2728-4e4b-83f1-251bfbb5acf2 19 42.3925 -71.1056
aefc33cd-40b9-48da-8b87-415428816bdb 16 42.3242 -71.1020
f55cdf0a-3d7b-491c-bed2-7dc0ef2062d5 16 42.3793 -71.0277
065e0e5d-8a0d-49b7-9c1f-c8eaba51a8b4 18 42.2860 -71.0910
50cc3c7f-50ed-4c70-b483-c89f3f47c938 19 42.3392 -71.0697
0f554e1d-9f0f-452d-9b4a-e00aa2c5911e 15 42.3680 -71.1242
efd724b2-31cb-4aec-b9d9-8ab79271630c 17 42.2889 -71.0950
518f6524-0e7f-454d-974e-e3ff9db1f795 11 42.3676 -71.1875
569f4952-5a25-4394-a419-f9c4d9cca6f3 19 42.3801 -71.0901
1ef5abb2-5af9-41f2-a0dd-1e44278ad9f1 11 42.3647 -71.1757
f35de2ab-979e-42d5-8cbd-dc479ed637e9 12 42.3981 -71.0307
e49a5b83-2c9c-4610-a48b-89cfea172c8f 11 42.3932 -71.0334
f36e24cd-de4c-4a5e-adf4-cb97ccd2958d 11 42.3902 -71.0386
a5144f51-37b3-4404-8f9c-8e6d126d5ca6 11 42.3945 -71.0309
1a661bb7-7d14-49e9-ac3d-22bafec8a2f0 11 42.3964 -71.0399
199f3d59-e726-4549-b9c1-4dfc8a343fdb 11 42.3984 -71.0239
d5349097-b478-4b3f-9c46-d8fbcf38e3f4 12 42.3676 -71.1566
57716f8d-c9ee-4768-8872-71343ec3ffd8 19 42.3867 -71.0946
00802fe6-4268-4dc8-8f55-0dbbc1665ce6 19 42.3690 -71.1100
57f5003b-6574-40b3-83d7-3b5dee1472e0 11 42.5184 -70.8895
ee18dbd6-05b8-4d38-a120-f84c3499a77e 11 42.5180 -70.8957
40e58976-02cc-4c7c-911f-7a6c97588bfa 13 42.5235 -70.8961
5f8ced09-665c-41e5-b67e-1e58fac21830 11 42.5114 -70.8918
c111ef1a-f276-415d-a95e-8e3c4e3a0c03 15 42.5018 -70.8948
ccd6fdd4-b39e-46d7-b43c-7bacffb6bd87 17 42.3399 -71.1671
3c837bc0-fd08-49c4-adf5-0e9a98e918a7 15 42.3221 -71.2064
3de6e5da-9702-4623-8683-26abd98012a8 12 42.3651 -71.2024
dd8dee9d-d044-41d6-9371-8463cf9c671b 15 42.3301 -71.2067
d8ce5f8b-2440-45e1-ab1c-23cb3bcbde84 13 42.3362 -71.2078
903b9b5d-4244-43e4-8441-0d17f9a994f7 11 42.3515 -71.2076
a3b94ed8-8301-4ec6-baf2-64ac493b5106 16 42.3585 -71.0614
0bc49982-74e9-4bbf-9991-e3d809d6319e 19 42.3930 -71.0807
